system:index,count,elevation,grid_id,grid_uid,ndvi,population,rain_1d,rain_30d,rain_7d,slope,soil_moisture,soil_type,.geo
+3452+907,1,68.76923076923077,3452500907,+3452+907,0.45414747132195366,,27.004376729329426,519.6811138391495,137.49736791186862,2.0146592534505405,0.3229970017524615,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.02953082341764,24.44315888089218],[93.05648028194123,24.44315888089218],[93.05648028194123,24.470108339415766],[93.02953082341764,24.470108339415766],[93.02953082341764,24.44315888089218]]]}"
+3452+909,1,82.0952380952381,3452500909,+3452+909,0.47508150421910816,,21.909773879581028,581.7665604286724,166.7084093226327,2.9987245485896157,0.323997805289119,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.02953082341764,24.497057797939352],[93.05648028194123,24.497057797939352],[93.05648028194123,24.524007256462937],[93.02953082341764,24.524007256462937],[93.02953082341764,24.497057797939352]]]}"
+3453+894,1,418.5882352941176,3453500894,+3453+894,0.49496158874697155,,21.031160990397137,369.7429773410161,130.7405776977539,13.287072925006642,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.092815920085567],[93.08342974046482,24.092815920085567],[93.08342974046482,24.119765378609152],[93.05648028194123,24.119765378609152],[93.05648028194123,24.092815920085567]]]}"
+3453+895,1,666.7222222222222,3453500895,+3453+895,0.509995773434639,,31.546741485595703,381.72728514671326,138.6253261566162,14.30236479971144,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.119765378609152],[93.08342974046482,24.119765378609152],[93.08342974046482,24.146714837132738],[93.05648028194123,24.146714837132738],[93.05648028194123,24.119765378609152]]]}"
+3453+896,1,776.3611111111111,3453500896,+3453+896,0.5020959741539426,,32.27322514851888,391.91509650150937,148.8606802622477,14.141854219966465,0.3048787530698731,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.146714837132738],[93.08342974046482,24.146714837132738],[93.08342974046482,24.173664295656323],[93.05648028194123,24.173664295656323],[93.05648028194123,24.146714837132738]]]}"
+3453+897,1,714.6944444444445,3453500897,+3453+897,0.49548187520768905,,32.418521881103516,393.95265877246857,150.90775108337402,14.293178041776022,0.3049633618359152,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.173664295656323],[93.08342974046482,24.173664295656323],[93.08342974046482,24.20061375417991],[93.05648028194123,24.20061375417991],[93.05648028194123,24.173664295656323]]]}"
+3453+898,1,634.75,3453500898,+3453+898,0.5000491440296173,,30.125890731811523,406.64922976493835,166.97727012634277,13.177469809850058,0.3049633618359152,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.20061375417991],[93.08342974046482,24.20061375417991],[93.08342974046482,24.227563212703497],[93.05648028194123,24.227563212703497],[93.05648028194123,24.20061375417991]]]}"
+3453+899,1,447.0833333333333,3453500899,+3453+899,0.4981221904357274,,27.934091250101726,409.42466191450757,165.83251110712686,10.976132022009956,0.30642746761327827,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.227563212703497],[93.08342974046482,24.227563212703497],[93.08342974046482,24.254512671227083],[93.05648028194123,24.254512671227083],[93.05648028194123,24.227563212703497]]]}"
+3453+900,1,394.0,3453500900,+3453+900,0.4820910112725364,,16.975093841552734,423.3018226623535,160.10871601104736,9.576173669762081,0.31374799650009366,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.254512671227083],[93.08342974046482,24.254512671227083],[93.08342974046482,24.28146212975067],[93.05648028194123,24.28146212975067],[93.05648028194123,24.254512671227083]]]}"
+3453+901,1,218.02777777777777,3453500901,+3453+901,0.48932326005564797,,16.560717582702637,429.3426953156789,147.95223331451416,7.205507339702712,0.31374799650009366,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.28146212975067],[93.08342974046482,24.28146212975067],[93.08342974046482,24.308411588274254],[93.05648028194123,24.308411588274254],[93.05648028194123,24.28146212975067]]]}"
+3453+902,1,218.27777777777777,3453500902,+3453+902,0.4978037046061622,,15.731965065002441,441.4244406223297,123.63926792144775,9.352877659930122,0.31374799650009366,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.308411588274254],[93.08342974046482,24.308411588274254],[93.08342974046482,24.33536104679784],[93.05648028194123,24.33536104679784],[93.05648028194123,24.308411588274254]]]}"
+3453+903,1,480.6111111111111,3453500903,+3453+903,0.5071031724413236,,16.62659978866577,452.40167260169983,119.34295415878296,13.165512733989292,0.3160305319311411,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.33536104679784],[93.08342974046482,24.33536104679784],[93.08342974046482,24.362310505321425],[93.05648028194123,24.362310505321425],[93.05648028194123,24.33536104679784]]]}"
+3453+904,1,526.8333333333334,3453500904,+3453+904,0.5096765731771787,,17.5212345123291,463.37890458106995,115.04664039611816,12.63486940993203,0.31831306736218873,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.362310505321425],[93.08342974046482,24.362310505321425],[93.08342974046482,24.38925996384501],[93.05648028194123,24.38925996384501],[93.05648028194123,24.362310505321425]]]}"
+3453+905,1,409.5833333333333,3453500905,+3453+905,0.5193978034787707,,25.73882230122884,472.49777658780414,122.2502384185791,10.361008750067818,0.31831306736218873,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.38925996384501],[93.08342974046482,24.38925996384501],[93.08342974046482,24.416209422368595],[93.05648028194123,24.416209422368595],[93.05648028194123,24.38925996384501]]]}"
+3453+906,1,281.94444444444446,3453500906,+3453+906,0.5140957625375854,,29.84761619567871,477.05721259117126,125.85203742980957,8.419348200162252,0.31831306736218873,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.416209422368595],[93.08342974046482,24.416209422368595],[93.08342974046482,24.44315888089218],[93.05648028194123,24.44315888089218],[93.05648028194123,24.416209422368595]]]}"
+3453+907,1,225.58333333333334,3453500907,+3453+907,0.5048774662945006,,34.45769437154134,502.88811294237775,148.03780587514242,7.220104098320007,0.32030985525935374,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.44315888089218],[93.08342974046482,24.44315888089218],[93.08342974046482,24.470108339415766],[93.05648028194123,24.470108339415766],[93.05648028194123,24.44315888089218]]]}"
+3453+908,1,163.83333333333334,3453500908,+3453+908,0.5050890727175606,,36.762733459472656,515.803563117981,159.13069009780884,5.277136743068695,0.3213082492079365,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.470108339415766],[93.08342974046482,24.470108339415766],[93.08342974046482,24.497057797939352],[93.05648028194123,24.497057797939352],[93.05648028194123,24.470108339415766]]]}"
+3453+909,1,145.86111111111111,3453500909,+3453+909,0.5037722215056419,,36.90474192301432,511.4279585282008,162.06853032112122,4.316514710585277,0.3213082492079365,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.497057797939352],[93.08342974046482,24.497057797939352],[93.08342974046482,24.524007256462937],[93.05648028194123,24.524007256462937],[93.05648028194123,24.497057797939352]]]}"
+3453+910,1,78.55555555555556,3453500910,+3453+910,0.4941664884487788,,36.933143615722656,510.55283761024475,162.6560983657837,2.4997420315113335,0.3213082492079365,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.524007256462937],[93.08342974046482,24.524007256462937],[93.08342974046482,24.550956714986523],[93.05648028194123,24.550956714986523],[93.05648028194123,24.524007256462937]]]}"
+3453+911,1,45.03846153846154,3453500911,+3453+911,0.42900047534041935,,22.82592010498047,596.906393289566,173.5078706741333,0.4440437222902591,0.3201946990130699,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.05648028194123,24.550956714986523],[93.08342974046482,24.550956714986523],[93.08342974046482,24.577906173510108],[93.05648028194123,24.577906173510108],[93.05648028194123,24.550956714986523]]]}"
+3454+893,1,454.96153846153845,3454500893,+3454+893,0.491799484524462,,0.0,341.3109788497289,120.6274979909261,14.084392694326548,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.06586646156198],[93.11037919898841,24.06586646156198],[93.11037919898841,24.092815920085567],[93.08342974046482,24.092815920085567],[93.08342974046482,24.06586646156198]]]}"
+3454+894,1,427.30555555555554,3454500894,+3454+894,0.4782707227600945,,21.49161359998915,367.4626923534605,136.17508845859103,12.092862837844425,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.092815920085567],[93.11037919898841,24.092815920085567],[93.11037919898841,24.119765378609152],[93.08342974046482,24.119765378609152],[93.08342974046482,24.092815920085567]]]}"
+3454+895,1,348.8611111111111,3454500895,+3454+895,0.4771502912044525,,32.237420399983726,380.53854910532635,143.9488836924235,11.1174050602648,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.119765378609152],[93.11037919898841,24.119765378609152],[93.11037919898841,24.146714837132738],[93.08342974046482,24.146714837132738],[93.08342974046482,24.119765378609152]]]}"
+3454+896,1,325.02777777777777,3454500896,+3454+896,0.4856055329243342,,27.8989413579305,385.059663799074,151.60152986314563,9.110841161674923,0.3048787530698731,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.146714837132738],[93.11037919898841,24.146714837132738],[93.11037919898841,24.173664295656323],[93.08342974046482,24.173664295656323],[93.08342974046482,24.146714837132738]]]}"
+3454+897,1,431.6666666666667,3454500897,+3454+897,0.4849655686153306,,27.031245549519856,385.9638867378235,153.13205909729004,12.217659228377872,0.3049633618359152,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.173664295656323],[93.11037919898841,24.173664295656323],[93.11037919898841,24.20061375417991],[93.08342974046482,24.20061375417991],[93.08342974046482,24.173664295656323]]]}"
+3454+898,1,728.4722222222222,3454500898,+3454+898,0.48789292408360374,,26.43860626220703,396.3631751537323,162.7267198562622,13.06563354200787,0.3049633618359152,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.20061375417991],[93.11037919898841,24.20061375417991],[93.11037919898841,24.227563212703497],[93.08342974046482,24.227563212703497],[93.08342974046482,24.20061375417991]]]}"
+3454+899,1,767.1388888888889,3454500899,+3454+899,0.47913116547796464,,25.015041669209797,400.32748836941187,161.58338827557034,13.627442492379082,0.30642746761327827,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.227563212703497],[93.11037919898841,24.227563212703497],[93.11037919898841,24.254512671227083],[93.08342974046482,24.254512671227083],[93.08342974046482,24.227563212703497]]]}"
+3454+900,1,664.9166666666666,3454500900,+3454+900,0.4990730360150337,,17.897218704223633,420.1490544478099,155.866730372111,13.315440403090584,0.31374799650009366,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.254512671227083],[93.11037919898841,24.254512671227083],[93.11037919898841,24.28146212975067],[93.08342974046482,24.28146212975067],[93.08342974046482,24.254512671227083]]]}"
+3454+901,1,424.6666666666667,3454500901,+3454+901,0.498330800069703,,18.005124621921116,424.8582770294613,148.2769980960422,11.467778907881844,0.31374799650009366,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.28146212975067],[93.11037919898841,24.28146212975067],[93.11037919898841,24.308411588274254],[93.08342974046482,24.308411588274254],[93.08342974046482,24.28146212975067]]]}"
+3454+902,1,296.4166666666667,3454500902,+3454+902,0.506132745080524,,18.220936457316082,434.2767221927643,133.09753354390463,10.462526599566141,0.31374799650009366,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.308411588274254],[93.11037919898841,24.308411588274254],[93.11037919898841,24.33536104679784],[93.08342974046482,24.33536104679784],[93.08342974046482,24.308411588274254]]]}"
+3454+903,1,255.58333333333334,3454500903,+3454+903,0.503596656024456,,19.437979380289715,446.03935559590656,132.38838609059653,11.796386884318458,0.3160305319311411,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.33536104679784],[93.11037919898841,24.33536104679784],[93.11037919898841,24.362310505321425],[93.08342974046482,24.362310505321425],[93.08342974046482,24.33536104679784]]]}"
+3454+904,1,490.22222222222223,3454500904,+3454+904,0.49968957487079835,,20.655022303263348,457.8019889990489,131.67923863728842,13.68345711628596,0.31831306736218873,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.362310505321425],[93.11037919898841,24.362310505321425],[93.11037919898841,24.38925996384501],[93.08342974046482,24.38925996384501],[93.08342974046482,24.362310505321425]]]}"
+3454+905,1,714.4444444444445,3454500905,+3454+905,0.4991604818238152,,25.440841886732315,465.2586505942875,129.3534459008111,12.085250682300991,0.31831306736218873,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.38925996384501],[93.11037919898841,24.38925996384501],[93.11037919898841,24.416209422368595],[93.08342974046482,24.416209422368595],[93.08342974046482,24.38925996384501]]]}"
+3454+906,1,677.3611111111111,3454500906,+3454+906,0.4755786342753304,,27.833751678466797,468.98698139190674,128.19054953257242,13.658164130316841,0.31831306736218873,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.416209422368595],[93.11037919898841,24.416209422368595],[93.11037919898841,24.44315888089218],[93.08342974046482,24.44315888089218],[93.08342974046482,24.416209422368595]]]}"
+3454+907,1,539.7777777777778,3454500907,+3454+907,0.5045500877830718,,30.273663414849175,496.87588516871136,148.4569756189982,10.512934380107456,0.32030985525935374,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.44315888089218],[93.11037919898841,24.44315888089218],[93.11037919898841,24.470108339415766],[93.08342974046482,24.470108339415766],[93.08342974046482,24.44315888089218]]]}"
+3454+908,1,504.6111111111111,3454500908,+3454+908,0.494863811466429,,31.493619283040363,510.82033705711365,158.5901886622111,11.954720631241798,0.3213082492079365,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.470108339415766],[93.11037919898841,24.470108339415766],[93.11037919898841,24.497057797939352],[93.08342974046482,24.497057797939352],[93.08342974046482,24.470108339415766]]]}"
+3454+909,1,392.3888888888889,3454500909,+3454+909,0.5014748374621073,,34.58678775363498,503.7490952875879,161.0444538858202,10.774019731415642,0.3213082492079365,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.497057797939352],[93.11037919898841,24.497057797939352],[93.11037919898841,24.524007256462937],[93.08342974046482,24.524007256462937],[93.08342974046482,24.497057797939352]]]}"
+3454+910,1,159.77777777777777,3454500910,+3454+910,0.5258317366242409,,35.205421447753906,502.33484693368274,161.535306930542,6.546761410103904,0.3213082492079365,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.524007256462937],[93.11037919898841,24.524007256462937],[93.11037919898841,24.550956714986523],[93.08342974046482,24.550956714986523],[93.08342974046482,24.524007256462937]]]}"
+3454+911,1,91.31428571428572,3454500911,+3454+911,0.47703367388910717,,22.921321868896484,576.4011328220367,170.1110521952311,3.588118624687195,0.3201946990130699,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.550956714986523],[93.11037919898841,24.550956714986523],[93.11037919898841,24.577906173510108],[93.08342974046482,24.577906173510108],[93.08342974046482,24.550956714986523]]]}"
+3454+912,1,50.56666666666667,3454500912,+3454+912,0.41054516037305194,,22.930408901638454,580.5002099805408,173.57843017578125,1.1667782227198282,0.3201946990130699,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.577906173510108],[93.11037919898841,24.577906173510108],[93.11037919898841,24.604855632033694],[93.08342974046482,24.604855632033694],[93.08342974046482,24.577906173510108]]]}"
+3454+913,1,38.333333333333336,3454500913,+3454+913,0.3485033234788312,,22.97584406534831,600.9955957730612,190.9153200785319,0.39970997876177233,0.3201946990130699,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.604855632033694],[93.11037919898841,24.604855632033694],[93.11037919898841,24.63180509055728],[93.08342974046482,24.63180509055728],[93.08342974046482,24.604855632033694]]]}"
+3454+914,1,45.484848484848484,3454500914,+3454+914,0.3953140377998352,,21.38273599412706,618.3076074123383,189.56249830457898,0.7867189867026878,0.31846385125518745,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.63180509055728],[93.11037919898841,24.63180509055728],[93.11037919898841,24.658754549080868],[93.08342974046482,24.658754549080868],[93.08342974046482,24.63180509055728]]]}"
+3454+916,1,81.55882352941177,3454500916,+3454+916,0.4474063358373112,,28.50983715057373,683.551896572113,200.31144523620605,3.0025665277943894,0.3150021557394228,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.685704007604453],[93.11037919898841,24.685704007604453],[93.11037919898841,24.71265346612804],[93.08342974046482,24.71265346612804],[93.08342974046482,24.685704007604453]]]}"
+3454+917,1,38.63636363636363,3454500917,+3454+917,0.37663166804446113,,38.82315444946289,714.1721624533335,213.76603571573892,0.6883978775956414,0.3150021557394228,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.08342974046482,24.71265346612804],[93.11037919898841,24.71265346612804],[93.11037919898841,24.739602924651624],[93.08342974046482,24.739602924651624],[93.08342974046482,24.71265346612804]]]}"
+3455+893,1,659.9444444444445,3455500893,+3455+893,0.4671563108762105,,0.0,332.38421308994293,131.94033241271973,11.573079817824894,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.11037919898841,24.06586646156198],[93.13732865751199,24.06586646156198],[93.13732865751199,24.092815920085567],[93.11037919898841,24.092815920085567],[93.11037919898841,24.06586646156198]]]}"
+3455+894,1,915.8055555555555,3455500894,+3455+894,0.4564587589767244,,22.412518819173176,362.9021223783493,147.0441099802653,13.520912186967003,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.11037919898841,24.092815920085567],[93.13732865751199,24.092815920085567],[93.13732865751199,24.119765378609152],[93.11037919898841,24.119765378609152],[93.11037919898841,24.092815920085567]]]}"
+3455+895,1,653.3333333333334,3455500895,+3455+895,0.4872269655267398,,33.618778228759766,378.1610770225525,154.5959987640381,14.452655335267385,0.3044557092396636,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.11037919898841,24.119765378609152],[93.13732865751199,24.119765378609152],[93.13732865751199,24.146714837132738],[93.11037919898841,24.146714837132738],[93.11037919898841,24.119765378609152]]]}"
+3455+896,1,626.7222222222222,3455500896,+3455+896,0.4884326044056151,,19.150373776753742,371.3487983942032,157.0832290649414,12.139398309919569,0.3048787530698731,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.11037919898841,24.146714837132738],[93.13732865751199,24.146714837132738],[93.13732865751199,24.173664295656323],[93.11037919898841,24.173664295656323],[93.11037919898841,24.146714837132738]]]}"
+3455+897,1,434.6666666666667,3455500897,+3455+897,0.4969611151350869,,16.25669288635254,369.9863426685333,157.58067512512207,11.011548598607382,0.3049633618359152,3.0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[93.11037919898841,24.173664295656323],[93.13732865751199,24.173664295656323],[93.13732865751199,24.20061375417991],[93.11037919898841,24.20061375417991],[93.11037919898841,24.173664295656323]]]}"
